mat-001 | Temel Kavramlar ve Sayılar | Dört basamaklı 53A4 sayısı 12 ile tam bölünebildiğine göre, A yerine gelebilecek rakamların toplamı kaçtır? | ✓6
mat-108 | Denklem ve Oran-Orantı | x ile y ters orantılıdır. x = 4 iken y = 15 olduğuna göre, x = 6 iken y kaçtır? | ✓10
mat-109 | Temel Kavramlar ve Sayılar | Rakamları birbirinden farklı üç basamaklı en küçük doğal sayı ile iki basamaklı en büyük doğal sayının toplam… | ✓201
mat-110 | Sayısal Mantık | Bir kurs Salı günü başlamış ve başladığı gün dahil olmak üzere 45 gün sürmüştür. Buna göre kurs hangi gün son… | ✓Perşembe
mat-111 | Temel Kavramlar ve Sayılar | 20 ile 40 arasında kaç tane asal sayı vardır? | ✓4
mat-112 | Problemler | Tuz oranı %25 olan 32 kg tuzlu su karışımına 8 kg tuz ekleniyor. Buna göre yeni karışımın tuz oranı yüzde kaç… | ✓40
mat-113 | Geometri | Sekiz kenarlı bir çokgenin (sekizgenin) toplam kaç köşegeni vardır? | ✓20
mat-114 | Problemler | Bir duvar saati her saatte 2 dakika geri kalmaktadır. Saat sabah 08.00'de doğru zamana ayarlandığına göre, ge… | ✓19.36
mat-115 | Küme-Fonksiyon-İşlem | Gerçek sayılar üzerinde a ⊕ b = a × b − a işlemi tanımlanıyor. Buna göre 3 ⊕ (2 ⊕ 4) işleminin sonucu kaçtır? | ✓15
mat-116 | Permütasyon-Kombinasyon-Olasılık | 3 farklı matematik kitabı ile 2 farklı Türkçe kitabı, Türkçe kitapları yan yana olmak koşuluyla düz bir rafa … | ✓48
mat-117 | Temel Kavramlar ve Sayılar | Uzunlukları 72 metre ve 90 metre olan iki kumaş topu, hiç kumaş artmayacak biçimde birbirine eşit ve mümkün o… | ✓9
mat-118 | Problemler | Bir çalışan maaşının %40'ını kiraya ödemekte, kalan paranın %25'ini ise faturalara ayırmaktadır. Geriye 2700 … | ✓6000
mat-119 | Denklem ve Oran-Orantı | Bir sayının yarısının 6 fazlası, aynı sayının üçte birinin 10 fazlasına eşittir. Bu sayı kaçtır? | ✓24
mat-120 | Geometri | Alanı 64 cm² olan bir karenin çevresi kaç cm'dir? | ✓32
mat-121 | Temel Kavramlar ve Sayılar | 7! / 5! işleminin sonucu kaçtır? | ✓42
mat-122 | Problemler | Bir dede ile torununun yaşları farkı 54'tür. 6 yıl sonra dedenin yaşı torununun yaşının 4 katı olacağına göre… | ✓12
mat-123 | Geometri | Bir üçgenin iç açılarından ikisinin ölçüleri 55 derece ve 65 derecedir. Buna göre üçüncü açıya ait dış açının… | ✓120
mat-124 | Temel Kavramlar ve Sayılar | 2 üzeri (x − 1) = 32 olduğuna göre, x kaçtır? | ✓6
mat-125 | Problemler | Bir işi Hasan tek başına 18 günde bitirmektedir. Hasan bu işte 6 gün çalıştıktan sonra işin kalanını Kemal te… | ✓12
mat-126 | Denklem ve Oran-Orantı | 2(x + 3) = 3x − 5 denklemini sağlayan x değeri kaçtır? | ✓11
mat-127 | Problemler | Aynı yönde ilerleyen iki araçtan arkadaki saatte 70 km, öndeki saatte 55 km hızla gitmektedir. Aralarında 30 … | ✓2
mat-128 | Temel Kavramlar ve Sayılar | (√3 + √2) × (√3 − √2) işleminin sonucu kaçtır? | ✓1
mat-129 | Sayısal Mantık | Okan, Pelin ve Rıza'dan biri doktor, biri öğretmen, biri mühendistir. Okan doktor değildir. Pelin ne doktor n… | ✓Rıza doktordur
mat-130 | Problemler | Bir ürün %25 zararla 90 TL'ye satılmıştır. Bu ürün %15 kârla satılsaydı, satış fiyatı kaç TL olurdu? | ✓138
mat-131 | Küme-Fonksiyon-İşlem | Bir apartmandaki 40 aileden 25'i A gazetesini, 18'i B gazetesini almakta, 7 aile ise hiçbir gazete almamaktad… | ✓10
mat-132 | Temel Kavramlar ve Sayılar | Beş basamaklı 24A36 sayısı 3 ile tam bölünebildiğine göre, A yerine kaç farklı rakam yazılabilir? | ✓4
mat-133 | Problemler | Kilogramı 80 TL olan çaydan 3 kg ile kilogramı 120 TL olan çaydan 2 kg karıştırılarak bir harman elde ediliyo… | ✓96
mat-134 | Geometri | Bir eşkenar üçgen ile bir karenin çevre uzunlukları birbirine eşittir. Eşkenar üçgenin bir kenarının uzunluğu… | ✓9
mat-135 | Temel Kavramlar ve Sayılar | |2x − 6| = 10 denklemini sağlayan x değerlerinin çarpımı kaçtır? | ✓-16
mat-136 | Problemler | Bir okuldaki öğrencilerin %45'i kızdır. Erkek öğrenci sayısı kız öğrenci sayısından 40 fazla olduğuna göre, o… | ✓400
mat-137 | Permütasyon-Kombinasyon-Olasılık | 5 kişi, yuvarlak bir masanın etrafına kaç farklı şekilde oturabilir? | ✓24
mat-138 | Temel Kavramlar ve Sayılar | a çift, b tek birer doğal sayıdır. Buna göre aşağıdaki ifadelerden hangisi her zaman tek sayıdır? | ✓a + b
mat-139 | Problemler | İki sayıdan büyük olanı, küçük olanının 3 katından 5 fazladır. İki sayının toplamı 45 olduğuna göre, büyük sa… | ✓35
mat-140 | Denklem ve Oran-Orantı | Bir pastacı, un ve şekeri kütlece 7/2 oranında karıştırarak bir hamur hazırlıyor. Hamurdaki un, şekerden 20 k… | ✓36
mat-141 | Temel Kavramlar ve Sayılar | -3/4, -2/3, -4/5, -5/6 ve -1 sayılarından en büyüğü hangisidir? | ✓-2/3
mat-142 | Problemler | Boş bir havuzu A musluğu tek başına 12 saatte, B musluğu tek başına 8 saatte, C musluğu tek başına 24 saatte … | ✓4
mat-143 | Geometri | Taban yarıçapı 3 cm, yüksekliği 10 cm olan bir silindirin hacmi kaç π cm³'tür? | ✓90
mat-144 | Küme-Fonksiyon-İşlem | f(x) = 4x − 5 fonksiyonu veriliyor. f(2a) = 19 olduğuna göre, a kaçtır? | ✓3
mat-145 | Problemler | Bir tiyatroda tam bilet 60 TL, öğrenci bileti 40 TL'dir. Bir gösterimde toplam 25 bilet satılmış ve 1240 TL g… | ✓13
mat-146 | Temel Kavramlar ve Sayılar | Ardışık 5 tam sayının toplamı 95 olduğuna göre, bu sayıların en küçüğü kaçtır? | ✓17
mat-147 | Sayısal Mantık | 3, 4, 7, 12, 19, ? dizisinde terimler belirli bir kurala göre ilerlemektedir. Buna göre soru işareti yerine h… | ✓28
mat-148 | Geometri | Bir açının bütünlerinin ölçüsü, bu açının ölçüsünün 3 katına eşittir. Buna göre bu açının ölçüsü kaç derecedi… | ✓45
mat-149 | Permütasyon-Kombinasyon-Olasılık | 12 kız ve 8 erkek öğrencinin bulunduğu bir sınıftan rastgele bir öğrenci seçiliyor. Seçilen öğrencinin erkek … | ✓2/5
mat-150 | Denklem ve Oran-Orantı | Bir haritada 1 cm uzunluk, gerçekte 5 km'lik uzaklığı göstermektedir. Bu haritada arası 7,2 cm olarak ölçülen… | ✓36
mat-151 | Temel Kavramlar ve Sayılar | Bir otobüs durağından A otobüsü 12 dakikada bir, B otobüsü 18 dakikada bir kalkmaktadır. İki otobüs saat 09.0… | ✓09.36
mat-152 | Problemler | Ayşe bugün 8 yaşında, annesi ise 38 yaşındadır. Kaç yıl sonra annesinin yaşı Ayşe'nin yaşının 3 katı olur? | ✓7
mat-153 | Geometri | Bir üçgenin iki kenarının uzunlukları 4 cm ve 9 cm'dir. Üçüncü kenarın uzunluğu bir tam sayı olduğuna göre, e… | ✓12
mat-154 | Temel Kavramlar ve Sayılar | 3 üzeri x + 3 üzeri x + 3 üzeri x = 81 olduğuna göre, x kaçtır? | ✓3
mat-155 | Problemler | Ali ile Veli bir işi birlikte 12 günde bitirmektedir. Ali'nin çalışma hızı Veli'nin çalışma hızının 2 katı ol… | ✓36
mat-156 | Denklem ve Oran-Orantı | (x − 4)/3 = (x + 2)/5 denklemini sağlayan x değeri kaçtır? | ✓13
mat-157 | Problemler | Uzunluğu 200 metre olan bir tren, saatte 72 km hızla ilerleyerek 400 metre uzunluğundaki bir tünelden tamamen… | ✓30
mat-158 | Temel Kavramlar ve Sayılar | (−2)³ + (−3)² − (−4) işleminin sonucu kaçtır? | ✓5
mat-159 | Sayısal Mantık | 5, 10, 8, 16, 14, 28, ? dizisi belirli bir kurala göre ilerlemektedir. Buna göre soru işareti yerine hangi sa… | ✓26
mat-160 | Problemler | Bir mağaza, bir ürünün etiket fiyatını alış fiyatının %60 fazlası olarak belirlemiş, ürünü etiket fiyatı üzer… | ✓200
mat-161 | Küme-Fonksiyon-İşlem | 5 elemanlı bir kümenin öz alt küme sayısı kaçtır? | ✓31
mat-162 | Temel Kavramlar ve Sayılar | İki basamaklı bir sayının rakamlarının toplamı 9'dur. Rakamlarının yerleri değiştirildiğinde sayı 45 küçüldüğ… | ✓72
mat-163 | Problemler | Şeker oranı %20 olan 50 gram şerbetten bir miktar su buharlaştırıldığında şeker oranı %25 oluyor. Buna göre k… | ✓10
mat-164 | Geometri | Bir paralelkenarın bir kenarının uzunluğu 14 cm, bu kenara ait yüksekliğinin uzunluğu 6 cm'dir. Bu paralelken… | ✓84
mat-165 | Temel Kavramlar ve Sayılar | 40 sayısının birbirinden farklı asal çarpanlarının toplamı kaçtır? | ✓7
mat-166 | Problemler | 80 soruluk bir denemede bir öğrenci soruların %65'ini doğru, %25'ini yanlış cevaplamış, kalan soruları boş bı… | ✓8
mat-167 | Permütasyon-Kombinasyon-Olasılık | 4 farklı gömleği ve 3 farklı pantolonu olan bir kişi, bir gömlek ve bir pantolondan oluşan kaç farklı kıyafet… | ✓12
mat-168 | Temel Kavramlar ve Sayılar | (2/3) ÷ (4/9) × (1/2) işleminin sonucu kaçtır? | ✓3/4
mat-169 | Problemler | Bir öğretmen elindeki kalemleri öğrencilerine 4'er 4'er dağıtırsa 3 kalem artıyor; 5'er 5'er dağıtmak istediğ… | ✓9
mat-170 | Denklem ve Oran-Orantı | Üç sayı sırasıyla 2, 3 ve 4 sayılarıyla doğru orantılıdır. En büyük sayı ile en küçük sayının farkı 14 olduğu… | ✓63
mat-171 | Temel Kavramlar ve Sayılar | x ve y tam sayılardır. −4 ≤ x < 3 ve −1 < y ≤ 5 olduğuna göre, x + y toplamının alabileceği en büyük değer ka… | ✓7
mat-172 | Problemler | Bir öğrencinin girdiği 5 denemenin puan ortalaması 72'dir. Öğrencinin 6 denemedeki puan ortalamasının 75 olab… | ✓90
mat-173 | Geometri | Çevresinin uzunluğu 20π cm olan bir çemberin çapının uzunluğu kaç cm'dir? | ✓20
mat-174 | Küme-Fonksiyon-İşlem | Gerçek sayılar üzerinde x ∗ y = x + y − x × y işlemi tanımlanıyor. Buna göre 2 ∗ 5 işleminin sonucu kaçtır? | ✓-3
mat-175 | Problemler | Bir kırtasiyede 3 defter ile 2 kalemin fiyatı 39 TL, 1 defter ile 1 kalemin fiyatı 15 TL'dir. Buna göre bir d… | ✓9
mat-176 | Temel Kavramlar ve Sayılar | √72 ÷ √2 işleminin sonucu kaçtır? | ✓6
mat-177 | Sayısal Mantık | Bir öğrenci pazartesi günü 20 soru çözmüş ve her gün bir önceki günden 5 soru fazla çözmüştür. Buna göre öğre… | ✓40
mat-178 | Geometri | Hacmi 125 cm³ olan bir küpün bir yüzünün alanı kaç cm²'dir? | ✓25
mat-179 | Permütasyon-Kombinasyon-Olasılık | Bir zar havaya atılıyor. Üst yüze gelen sayının asal sayı olma olasılığı kaçtır? | ✓1/2
mat-180 | Denklem ve Oran-Orantı | 4 kilogram elma 72 TL'ye satılmaktadır. Aynı fiyat üzerinden 7 kilogram elma kaç TL'ye satılır? | ✓126
mat-tufan-001 | Problemler | Bir manav, kilogramını 20 TL'ye aldığı elmanın yarısını kilogramı 30 TL'den, kalan yarısını kilogramı 24 TL'd… | ✓%35
mat-tufan-002 | Problemler | Bir baba ile oğlunun yaşları toplamı 56'dır. 4 yıl önce babanın yaşı, oğlunun yaşının 5 katıydı. Oğlun bugünk… | ✓12
mat-tufan-003 | Problemler | Bir araç 240 km'lik yolu belli bir hızla gidiyor. Hızını 20 km/sa artırsaydı yolu 1 saat erken tamamlayacaktı… | ✓60
mat-tufan-004 | Problemler | Bir işi tek başına Ali 12 günde, Veli 6 günde bitirebiliyor. İkisi birlikte çalışırsa bu işi kaç günde bitiri… | ✓4
